STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/2/1986,0,0,0,,60,40,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/3/1986,0,0,0,,61,32,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/4/1986,0,0,0,,70,33,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/5/1986,0,0,0,,83,51,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/6/1986,0,0,0,,81,68,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/7/1986,1.55,0,0,,85,60,,,1,,1,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/8/1986,0,0,0,,79,60,1,1,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/9/1986,0,0,0,,75,50,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/10/1986,0,0,0,,80,54,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/11/1986,0,0,0,,80,57,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/12/1986,0.18,0,0,,72,60,1,,,,,,,1,,,,,1,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/13/1986,0.25,0,0,,77,52,1,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/14/1986,0.35,0,0,,75,59,,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/15/1986,0.08,0,0,,80,62,,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/16/1986,0,0,0,,82,67,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/17/1986,0.07,0,0,,84,63,,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/18/1986,0.08,0,0,,75,60,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/19/1986,0,0,0,,61,50,1,,,,,,,,,,,,1,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/20/1986,0,0,0,,51,46,1,,,,,,,,,,,,1,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/21/1986,0,0,0,,54,42,,,,,,,,,,,,,1,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/22/1986,0,0,0,,69,42,1,1,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/23/1986,0,0,0,,75,53,1,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/24/1986,0,0,0,,77,50,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/25/1986,0.56,0,0,,68,59,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/26/1986,0.37,0,0,,73,57,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/27/1986,0,0,0,,79,63,1,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/28/1986,0.01,0,0,,81,63,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/29/1986,0,0,0,,83,63,1,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/30/1986,0,0,0,,81,61,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",5/31/1986,0,0,0,,84,62,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/1/1986,0.03,0,0,,84,62,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/2/1986,0,0,0,,71,55,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/3/1986,0,0,0,,78,49,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/4/1986,0,0,0,,76,60,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/5/1986,0.2,0,0,,80,67,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/6/1986,0,0,0,,81,70,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/7/1986,0.36,0,0,,85,67,1,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/8/1986,0.12,0,0,,87,69,1,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/9/1986,0,0,0,,81,68,1,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/10/1986,0,0,0,,84,68,1,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/11/1986,0.15,0,0,,84,71,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/12/1986,0,0,0,,77,60,1,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/13/1986,0,0,0,,74,59,1,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/14/1986,0,0,0,,84,57,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/15/1986,0,0,0,,86,64,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/16/1986,0.02,0,0,,89,66,,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/17/1986,0,0,0,,76,62,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/18/1986,0,0,0,,77,52,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/19/1986,0,0,0,,86,53,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/20/1986,0.05,0,0,,88,66,1,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/21/1986,0,0,0,,88,58,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/22/1986,0.35,0,0,,93,62,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/23/1986,0,0,0,,87,69,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/24/1986,0,0,0,,81,63,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/25/1986,0,0,0,,79,54,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/26/1986,0,0,0,,84,55,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/27/1986,0,0,0,,93,65,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/28/1986,0,0,0,,89,70,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/29/1986,0,0,0,,89,68,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",6/30/1986,0.18,0,0,,84,68,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/1/1986,1.28,0,0,,78,68,1,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/2/1986,0,0,0,,75,61,1,,,,,,,,,,,,1,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/3/1986,0,0,0,,78,56,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/4/1986,0,0,0,,84,51,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/5/1986,0,0,0,,88,61,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/6/1986,0,0,0,,91,68,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/7/1986,0,0,0,,93,68,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/8/1986,0,0,0,,92,69,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/9/1986,0.13,0,0,,89,73,,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/10/1986,0.65,0,0,,82,70,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/11/1986,0.42,0,0,,89,68,,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/12/1986,0.2,0,0,,84,68,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/13/1986,0.05,0,0,,85,70,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/14/1986,0.55,0,0,,88,69,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/15/1986,0,0,0,,85,68,1,1,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/16/1986,0,0,0,,91,72,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/17/1986,0,0,0,,93,73,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/18/1986,0,0,0,,93,72,1,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/19/1986,0,0,0,,93,72,1,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/20/1986,0,0,0,,91,73,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/21/1986,0,0,0,,89,68,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/22/1986,0,0,0,,88,69,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/23/1986,0,0,0,,89,65,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/24/1986,0,0,0,,91,62,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/25/1986,0,0,0,,94,67,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/26/1986,0.03,0,0,,91,70,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/27/1986,0,0,0,,91,71,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/28/1986,0,0,0,,91,66,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/29/1986,0,0,0,,87,70,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/30/1986,0,0,0,,89,60,1,1,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",7/31/1986,0.02,0,0,,86,62,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/1/1986,0.02,0,0,,89,61,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/2/1986,0,0,0,,87,60,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/3/1986,0,0,0,,84,57,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/4/1986,0,0,0,,85,54,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/5/1986,0,0,0,,89,59,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/6/1986,0,0,0,,91,64,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/7/1986,0,0,0,,89,66,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/8/1986,0.02,0,0,,88,68,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/9/1986,0,0,0,,84,64,1,1,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/10/1986,1.02,0,0,,77,63,1,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/11/1986,0,0,0,,81,62,1,1,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/12/1986,0,0,0,,79,57,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/13/1986,0,0,0,,82,58,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/14/1986,0,0,0,,88,64,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/15/1986,0,0,0,,91,69,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/16/1986,0.06,0,0,,77,68,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/17/1986,0.44,0,0,,83,68,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/18/1986,0,0,0,,87,67,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/19/1986,0,0,0,,86,66,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/20/1986,0,0,0,,82,65,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/21/1986,0,0,0,,88,67,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/22/1986,0,0,0,,89,68,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/23/1986,0.13,0,0,,91,65,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/24/1986,0,0,0,,79,57,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/25/1986,0,0,0,,85,53,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/26/1986,0.99,0,0,,90,61,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/27/1986,1.1,0,0,,71,59,1,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/28/1986,0,0,0,,66,47,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/29/1986,0,0,0,,69,43,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/30/1986,0,0,0,,76,46,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",8/31/1986,0,0,0,,79,52,1,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/1/1986,0,0,0,,78,61,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/2/1986,0,0,0,,78,65,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/3/1986,0,0,0,,80,61,1,1,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/4/1986,0.14,0,0,,81,68,1,,,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/5/1986,0,0,0,,80,55,1,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/6/1986,0,0,0,,78,53,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/7/1986,0,0,0,,65,53,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/8/1986,0,0,0,,72,48,1,1,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/9/1986,0,0,0,,77,47,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/10/1986,0,0,0,,84,61,,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/11/1986,1.58,0,0,,83,65,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/12/1986,0,0,0,,70,54,1,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/13/1986,0,0,0,,77,48,1,1,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/14/1986,0,0,0,,81,51,1,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/15/1986,0,0,0,,80,62,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/16/1986,0,0,0,,70,54,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/17/1986,0,0,0,,77,47,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/18/1986,0.1,0,0,,71,66,1,,,,,,,1,,,,,1,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/19/1986,0,0,0,,74,65,1,1,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/20/1986,0.13,0,0,,82,65,1,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/21/1986,0,0,0,,78,58,1,1,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/22/1986,0,0,0,,85,65,1,,,,,,,1,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/23/1986,0,0,0,,81,70,1,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/24/1986,0.8,0,0,,83,69,1,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/25/1986,0,0,0,,87,69,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/26/1986,0.41,0,0,,87,68,,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/27/1986,0.3,0,0,,81,67,,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/28/1986,0,0,0,,88,66,1,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/29/1986,0,0,0,,88,70,,,,,,,,,,,,,,,,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",9/30/1986,0.07,0,0,,86,70,,,1,,,,,1,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/1/1986,0.64,0,0,,76,67,1,,1,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/2/1986,0.01,0,0,,77,60,1,1,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/3/1986,0,0,0,,83,69,,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/4/1986,1.36,0,0,,83,62,1,,,,,,,,,,,,,,1,,,,,,
USW00093814,"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US",10/5/1986,0,0,0,,67,55,,,,,,,,,,,,,,,,,,,,,
